ID,BASE_ID,VERSION,MATRIX_BASE_ID,MATRIX_VERSION,NAME,LOG_P_1ST_ORDER,LOG_P_DETAILED,EXPERIMENT_NAME
1,TFFM0091,1,MA0002,2,RUNX1,-1042.13,-1004.13,Runx1_GSE22178_jl_AM_mm9_processed
2,TFFM0111,1,MA0003,3,TFAP2A,-5692.29,-5185.55,wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk.narrowPeak
3,TFFM0001,1,MA0007,3,Ar,-5953.68,-5279.01,AR_GSE28264_LNCaP_DHT_hg18_processed
4,TFFM0084,1,MA0014,2,PAX5,-5742.02,-5622.64,wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk.narrowPeak
5,TFFM0012,1,MA0018,2,CREB1,-1042.27,-917.584,wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk.narrowPeak
6,TFFM0016,1,MA0024,3,E2F1,-813.257,-696.441,wgEncodeAwgTfbsSydhMcf7Hae2f1UcdUniPk.narrowPeak
7,TFFM0023,1,MA0028,2,ELK1,-1805.85,-1804.08,wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk.narrowPeak
8,TFFM0040,1,MA0035,3,Gata1,-23524,-23048,wgEncodeSydhTfbsMelGata1IggratPk.narrowPeak
9,TFFM0041,1,MA0036,2,GATA2,-7731.69,-7447.66,wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk.narrowPeak
10,TFFM0042,1,MA0037,2,GATA3,-3539.75,-3761.22,GATA3_GSE29073_MCF-7_none_hg18_processed
11,TFFM0056,1,MA0039,2,Klf4,-3451.72,-3445.53,Klf4_GSE11431_jl_AM_mm8_processed
12,TFFM0036,1,MA0047,2,Foxa2,-24765.6,-24313.5,wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk.narrowPeak
13,TFFM0049,1,MA0050,2,IRF1,-1248.64,-1249.91,wgEncodeAwgTfbsSydhK562Irf1Ifna6hUniPk.narrowPeak
14,TFFM0060,1,MA0052,3,MEF2A,-1924.65,-1879.08,wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk.narrowPeak
15,TFFM0059,1,MA0058,3,MAX,-18451.7,-18066.2,wgEncodeAwgTfbsHaibK562MaxV0416102UniPk.narrowPeak
16,TFFM0074,1,MA0060,2,NFYA,-2978.81,-2865.78,NFY_GSE26439_jl_AM_hg18_processed
17,TFFM0039,1,MA0062,2,Gabpa,-4151.57,-4116.48,wgEncodeAwgTfbsHaibK562GabpV0416101UniPk.narrowPeak
18,TFFM0076,1,MA0063,1,Nkx2-5,-465.489,-568.695,Nkx2_5_GSE21529_jl_AM_mm9_processed
19,TFFM0086,1,MA0066,1,PPARG,-2182.07,-2635.13,PPARg_GSE25836_adipocyte_NA_hg18_processed
20,TFFM0024,1,MA0076,2,ELK4,-1768.4,-1731.37,wgEncodeAwgTfbsSydhHelas3Elk4UcdUniPk.narrowPeak
21,TFFM0097,1,MA0079,3,SP1,-712.651,-720.642,wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk.narrowPeak
22,TFFM0099,1,MA0080,4,SPI1,-76347.7,-74739.5,Pu1-Spi1_GSE21512_macrophage_NA_mm8_processed
23,TFFM0100,1,MA0083,3,SRF,-3752.45,-3752.45,wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk.narrowPeak
24,TFFM0129,1,MA0088,2,ZNF143,-800.461,-792.625,wgEncodeAwgTfbsSydhHelas3Znf143IggrabUniPk.narrowPeak
25,TFFM0122,1,MA0093,2,USF1,-38580,-39065.9,wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk.narrowPeak
26,TFFM0124,1,MA0095,2,YY1,-9501.11,-9480.09,wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk.narrowPeak
27,TFFM0030,1,MA0098,3,ETS1,-1248.64,-1320.63,Ets1_GSE29362_jl_AM_mm9_processed
28,TFFM0064,1,MA0100,2,Myb,-1064,-1071.7,wgEncodeSydhTfbsMelCmybsc7874IggrabPk.narrowPeak
29,TFFM0009,1,MA0102,3,CEBPA,-22946.5,-23165.7,CEBPA_GSE29195_U937_BIO_hg18_processed
30,TFFM0127,1,MA0103,2,ZEB1,-957.769,-926.366,wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk.narrowPeak
31,TFFM0067,1,MA0104,3,Mycn,-1265.39,-1335.19,nMyc_GSE11431_jl_AM_mm8_processed
32,TFFM0073,1,MA0105,4,NFKB1,-5927.69,-5898.08,wgEncodeAwgTfbsSydhGm12891NfkbTnfaIggrabUniPk.narrowPeak
33,TFFM0119,1,MA0106,3,TP53,-1642.75,-1650.38,p53-pS15_GSE21939_U2OS_5nM-Actinomycin-D--Sigma--for-24-hours_hg18_processed
34,TFFM0106,1,MA0108,2,TBP,-202.328,-164.002,wgEncodeSydhTfbsMelTbpIggmusPk.narrowPeak
35,TFFM0026,1,MA0112,3,ESR1,-14453,-13398.9,ERA_GSE25021_MCF7_oestrogen_hg18_processed
36,TFFM0080,1,MA0113,3,NR3C1,-8669.44,-8658.76,wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk.narrowPeak
37,TFFM0045,1,MA0114,3,Hnf4a,-15836.8,-15732.8,HNF4A_GSE25021_HepG2_NA_hg18_processed
38,TFFM0078,1,MA0124,2,Nkx3-1,-359.328,-371.166,NKX31_GSE28264_jl_AM_hg18_processed
39,TFFM0101,1,MA0137,3,STAT1,-2467.92,-2522.71,wgEncodeAwgTfbsSydhHelas3Stat1Ifng30UniPk.narrowPeak
40,TFFM0088,1,MA0138,2,REST,-13939.4,-13995,wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk.narrowPeak
41,TFFM0014,1,MA0139,1,CTCF,-87772.8,-86597,wgEncodeSydhTfbsCh12CtcfbIggrabPk.narrowPeak
42,TFFM0029,1,MA0141,3,ESRRB,-11938.7,-12049.3,Esrrb_GSE11431_jl_AM_mm8_processed
43,TFFM0095,1,MA0143,3,Sox2,-1571.68,-1535.24,Sox2_GSE11431_jl_AM_mm8_processed
44,TFFM0102,1,MA0144,2,STAT3,-13724.4,-14198.2,wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk.narrowPeak
45,TFFM0128,1,MA0146,2,Zfx,-586.015,-458.9,Zfx_GSE11431_jl_AM_mm8_processed
46,TFFM0066,1,MA0147,2,Myc,-7883,-8056.8,wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk.narrowPeak
47,TFFM0035,1,MA0148,3,FOXA1,-28445.6,-28572.2,wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk.narrowPeak
48,TFFM0071,1,MA0150,2,Nfe2l2,-1010.22,-1003.28,wgEncodeSydhTfbsMelNrf2IggrabPk.narrowPeak
49,TFFM0019,1,MA0154,3,EBF1,-19336.1,-19565.8,wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk.narrowPeak
50,TFFM0072,1,MA0161,1,NFIC,-832.359,-539.417,wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk.narrowPeak
51,TFFM0020,1,MA0162,2,EGR1,-17427.9,-17298.7,wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk.narrowPeak
52,TFFM0027,1,MA0258,2,ESR2,-8210.7,-8244.84,ERbeta_GSE21770_U20S_DoxycyclineAndE2_hg18_processed
53,TFFM0004,1,MA0461,2,Atoh1,-9206.26,-9339.43,Atoh1_21300888_cerebella_none_mm9
54,TFFM0005,1,MA0462,1,BATF::JUN,-14856.8,-15235.7,wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk.narrowPeak
55,TFFM0006,1,MA0463,1,Bcl6,-373.116,-433.261,Bcl6_GSE16723_macrophages_unstimRep_mm9_processed
56,TFFM0007,1,MA0464,2,BHLHE40,-16754.1,-16552.9,wgEncodeSydhTfbsCh12Bhlhe40nb100IggrabPk.narrowPeak
57,TFFM0008,1,MA0465,1,CDX2,-1826.5,-758.187,Cdx2_GSE14586_jl_AM_mm9_processed
58,TFFM0010,1,MA0466,2,CEBPB,-88949.7,-90462.6,wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk.narrowPeak
59,TFFM0013,1,MA0467,1,Crx,-2863.94,-2602.86,Crx_GSE20012_C57BL6_WT_mm9_processed
60,TFFM0015,1,MA0468,1,DUX4,-19608.7,-19485,Dux4_GSE33838_myoblast_transduced_hg18
61,TFFM0017,1,MA0470,1,E2F4,-3416.6,-3070.66,wgEncodeAwgTfbsSydhMcf10aesE2f4TamHvdUniPk.narrowPeak
62,TFFM0018,1,MA0471,1,E2F6,-1776.36,-1117.37,wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk.narrowPeak
63,TFFM0021,1,MA0472,2,EGR2,-237.009,-232.572,Egr2_GSE34254_NKT_none_mm9
64,TFFM0022,1,MA0473,2,ELF1,-15522.7,-15558.3,wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk.narrowPeak
65,TFFM0025,1,MA0474,2,ERG,-7789.77,-7499.26,Erg_GSE22178_jl_AM_mm9_processed
66,TFFM0031,1,MA0475,2,FLI1,-5995.65,-5756.35,Fli1_GSE22178_jl_AM_mm9_processed
67,TFFM0032,1,MA0476,1,FOS,-80655.6,-80947.3,wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk.narrowPeak
68,TFFM0033,1,MA0477,1,FOSL1,-11797.2,-11859.3,wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk.narrowPeak
69,TFFM0034,1,MA0478,1,FOSL2,-23037.9,-23125.2,wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk.narrowPeak
70,TFFM0037,1,MA0479,1,FOXH1,-6525.23,-6509.51,FOXH1_GSE29422_Endoderm_pool_hg18_processed
71,TFFM0038,1,MA0480,1,Foxo1,-1183.91,-1165.22,Foxo1_GSE35024_pre-Bcells_IL-7_mm9
72,TFFM0043,1,MA0482,1,Gata4,-1851.06,-1672.33,Gata4_GSE21529_jl_AM_mm9_processed
73,TFFM0044,1,MA0483,1,Gfi1b,-791.347,-690.761,Gfi1b_GSE22178_jl_AM_mm9_processed
74,TFFM0046,1,MA0484,1,HNF4G,-9170.7,-9238.98,wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk.narrowPeak
75,TFFM0047,1,MA0485,1,Hoxc9,-5357.75,-5255.11,Hoxc9_GSE30882_FLAG_mm9_-GSM766061_iTF.ES-MN_iFlag-Hoxc9_Day5-Dox.ChIP-seq_iFlag-Hoxc9_rep1-.peaks_processed
76,TFFM0048,1,MA0486,2,HSF1,-212.687,-211.618,wgEncodeAwgTfbsSydhHepg2Hsf1ForsklnUniPk.narrowPeak
77,TFFM0050,1,MA0488,1,JUN,-16016.8,-16026.9,wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk.narrowPeak
78,TFFM0051,1,MA0489,1,JUN(var.2),-20020.3,-20114.9,wgEncodeAwgTfbsSydhHuvecCjunUniPk.narrowPeak
79,TFFM0052,1,MA0490,1,JUNB,-7206.8,-7184.93,wgEncodeAwgTfbsUchicagoK562EjunbUniPk.narrowPeak
80,TFFM0053,1,MA0491,1,JUND,-26424,-26468.2,wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk.narrowPeak
81,TFFM0054,1,MA0492,1,JUND(var.2),-15481.8,-15486.1,wgEncodeAwgTfbsSydhHepg2JundIggrabUniPk.narrowPeak
82,TFFM0055,1,MA0493,1,Klf1,-209.606,-222.114,Klf1_GSE20478_jl_AM_mm9_processed
83,TFFM0057,1,MA0495,1,MAFF,-55765.1,-57109.2,wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk.narrowPeak
84,TFFM0058,1,MA0496,1,MAFK,-88249.8,-98820.5,wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk.narrowPeak
85,TFFM0061,1,MA0497,1,MEF2C,-1443.25,-1344.67,wgEncodeAwgTfbsHaibGm12878Mef2csc13268V0416101UniPk.narrowPeak
86,TFFM0062,1,MA0498,2,MEIS1,-1658.51,-1783.78,Meis1_GSE22178_jl_AM_mm9_processed
87,TFFM0068,1,MA0499,1,Myod1,-22973.6,-22904.2,wgEncodeCaltechTfbsC2c12Sc32758FCntrl32bE2p60hPcr2xPkRep1.narrowPeak
88,TFFM0069,1,MA0500,1,Myog,-11624.3,-11569.6,wgEncodeCaltechTfbsC2c12Sc12732FCntrl32bE2p60hPcr2xPkRep1.narrowPeak
89,TFFM0075,1,MA0502,1,NFYB,-4734.94,-4701.08,wgEncodeAwgTfbsSydhK562NfybUniPk.narrowPeak
90,TFFM0077,1,MA0503,1,Nkx2-5(var.2),-1925.88,-1853.53,Nkx2_5_GSE21529_jl_AM_mm9_processed
91,TFFM0079,1,MA0504,1,NR2C2,-343.576,-332.985,wgEncodeAwgTfbsSydhHepg2Tr4UcdUniPk.narrowPeak
92,TFFM0081,1,MA0505,1,Nr5a2,-935.204,-870.948,Nr5a2_GSE19019_jl_AM_mm8_processed
93,TFFM0082,1,MA0506,1,NRF1,-4980.72,-4948.99,wgEncodeAwgTfbsSydhH1hescNrf1IggrabUniPk.narrowPeak
94,TFFM0085,1,MA0507,1,POU2F2,-1963.55,-1888.49,wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk.narrowPeak
95,TFFM0087,1,MA0508,1,PRDM1,-2726.03,-2658.44,wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk.narrowPeak
96,TFFM0089,1,MA0509,1,Rfx1,-549.083,-545.375,Rfx1_GSE24165_jl_AM_mm8_processed
97,TFFM0090,1,MA0510,2,RFX5,-720.993,-722.168,wgEncodeAwgTfbsSydhHepg2Rfx5200401194IggrabUniPk.narrowPeak
98,TFFM0092,1,MA0511,2,RUNX2,-370.881,-378.24,RUNX2_GSE33889_jl_AM_processed_hg18
99,TFFM0094,1,MA0512,2,Rxra,-2658.03,-2574.75,wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk.narrowPeak
100,TFFM0096,1,MA0514,1,Sox3,-551.225,-575.911,Sox3_GSE33059_neural-progenitor_none_mm9
101,TFFM0098,1,MA0516,1,SP2,-2104.84,-2123.72,wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk.narrowPeak
102,TFFM0103,1,MA0518,1,Stat4,-1990.24,-1954.11,Stat4_GSE22104_jl_AM_mm9_processed
103,TFFM0104,1,MA0519,1,Stat5a::Stat5b,-9764.24,-9708.52,STAT5_GSE34986_MEF_OE-GH_mm9_processed
104,TFFM0105,1,MA0520,1,Stat6,-912.768,-848.059,Stat6_GSE22105_jl_AM_mm9_processed
105,TFFM0107,1,MA0521,1,Tcf12,-9554.51,-9613.24,wgEncodeCaltechTfbsC2c12Tcf12FCntrl50bE2p60hPcr1xPkRep1.narrowPeak
106,TFFM0108,1,MA0522,2,TCF3,-10522,-10485.7,E2A_GSE21978_E2A---pre-pro-B-cells_tamoxifen--1-M-final-concentration--for-1-hr_mm8_processed
107,TFFM0109,1,MA0523,1,TCF7L2,-2020.91,-1947.2,wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk.narrowPeak
108,TFFM0117,1,MA0524,2,TFAP2C,-9305.86,-7591.03,TFAP2C_GSE23852_jl_AM_hg18_processed
109,TFFM0120,1,MA0525,2,TP63,-10201.7,-10111.4,TP63_GSE17611_REP1_jl_AM_hg18_processed
110,TFFM0123,1,MA0526,1,USF2,-10854.3,-10911.6,wgEncodeAwgTfbsSydhHelas3Usf2IggmusUniPk.narrowPeak
111,TFFM0125,1,MA0527,1,ZBTB33,-1160.36,-1163.25,wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk.narrowPeak
112,TFFM0130,1,MA0528,1,ZNF263,-746.846,-1323.38,wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk.narrowPeak
113,TFFM0028,1,MA0592,2,Esrra,-314.044,-330.674,wgEncodeAwgTfbsSydhHepg2ErraForsklnUniPk.narrowPeak
114,TFFM0002,1,MA0604,1,Atf1,-4561.31,-5149.24,wgEncodeAwgTfbsSydhK562Atf106325UniPk.narrowPeak
115,TFFM0003,1,MA0605,1,Atf3,-6175.84,-7070.5,wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk.narrowPeak
116,TFFM0063,1,MA0666,1,MSX1,-508.098,-477.254,Msx1_21852201_C2C12_none_mm9
117,TFFM0083,1,MA0678,1,OLIG2,-4183.03,-4459.02,Olig2_GSE30882_native_mm9_-GSM766058_iTF.ES-MN_iOlig2-V5_Day4.ChIP-seq_Olig2native_rep1.peaks-_processed
118,TFFM0093,1,MA0684,1,RUNX3,-23517.9,-23118.7,wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk.narrowPeak
119,TFFM0126,1,MA0750,1,ZBTB7A,-1038.42,-1079.48,wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk.narrowPeak
120,TFFM0065,1,MA0777,1,MYBL2,-206.123,-130.343,wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk.narrowPeak
121,TFFM0110,1,MA0809,1,TEAD4,-11240.7,-10750.9,wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk.narrowPeak
122,TFFM0112,1,MA0810,1,TFAP2A(var.2),-4469.25,-4263.98,wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk.narrowPeak
123,TFFM0114,1,MA0811,1,TFAP2B,-4826.54,-4206.81,wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk.narrowPeak
124,TFFM0115,1,MA0812,1,TFAP2B(var.2),-6376.2,-5855.31,wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk.narrowPeak
125,TFFM0116,1,MA0813,1,TFAP2B(var.3),-6834.85,-5694.96,wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk.narrowPeak
126,TFFM0118,1,MA0814,1,TFAP2C(var.2),-9745.79,-7426.44,TFAP2C_GSE23852_jl_AM_hg18_processed
127,TFFM0011,1,MA0836,1,CEBPD,-2612.01,-2604.06,wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk.narrowPeak
128,TFFM0070,1,MA0841,1,NFE2,-3779.18,-3788.77,wgEncodeAwgTfbsSydhK562Nfe2UniPk.narrowPeak
129,TFFM0121,1,MA0861,1,TP73,-2122.52,-2085.88,Tp73beta_GSE15780_Saos-2_doxycyclin_hg18_processed
130,TFFM0113,1,MA0872,1,TFAP2A(var.3),-5777.24,-5107.15,wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk.narrowPeak
196,TFFM0182,1,MA1419,1,IRF4,-1097.28,-1125.17,GSE56857.irf4.ocily3_shctr
195,TFFM0181,1,MA0051,1,IRF2,-324.071,-302.174,GSE70660.irf2.cd34_adult
194,TFFM0180,1,MA0901,1,HOXB13,-5995.15,-6079.33,GSE56288.hoxb13.lncap
193,TFFM0179,1,MA0594,1,HOXA9,-800.715,-761.749,GSE38339.hoxa9.sem
192,TFFM0178,1,MA0153,2,HNF1B,-2100.37,-2126.74,ERP004206.hnf1b.esc_h9
191,TFFM0177,1,MA0895,1,HMBOX1,-3462.12,-3125.83,ENCSR757IIU.hmbox1.k562
190,TFFM0176,1,MA0140,2,GATA1::TAL1,-9538.62,-9650.37,ENCSR106FRG.tal1.k562
189,TFFM0175,1,MA0614,1,FOXJ2,-263.899,-284.592,ENCSR847LBF.foxj2.k562
188,TFFM0174,1,MA0645,1,ETV6,-3197.36,-2804.12,ENCSR626VUC.etv6.gm12878
187,TFFM0173,1,MA0764,1,ETV4,-5552.8,-5514.13,ENCSR714YZG.etv4.hepg2
186,TFFM0172,1,MA0761,1,ETV1,-10499.8,-9976.02,GSE47120.etv1.lncap
185,TFFM0171,1,MA0800,1,EOMES,-4029.45,-3871.58,GSE26097.eomes.esc
184,TFFM0170,1,MA0640,1,ELF3,-10252.7,-10074.5,GSE64557.elf3.pdac_shctr
183,TFFM0169,1,MA0754,1,CUX1,-2847.12,-2629.47,ENCSR017CEO.cux1.mcf7
182,TFFM0168,1,MA0609,1,CREM,-3477.91,-2283.86,ENCSR839XZU.crem.gm12878
181,TFFM0167,1,MA0839,1,CREB3L1,-449.096,-71.2843,ENCSR109YGM.creb3l1.k562
180,TFFM0166,1,MA0838,1,CEBPG,-5260.61,-5295.46,ENCSR094ZCF.cebpg.mcf7
179,TFFM0165,1,MA0818,1,BHLHE22,-7773.06,-7877.54,GSE43876.bhlhe22.cal1
178,TFFM0164,1,MA0834,1,ATF7,-5369.15,-5341.05,ENCSR972ZBV.atf7.k562
177,TFFM0163,1,MA0833,1,ATF4,-973.746,-936.027,GSE68864.atf4.hmsc
176,TFFM0162,1,MA0603,1,ARNTL,-402.392,-373.002,GSE44236.arntl.u2os
175,TFFM0161,1,MA0004,1,ARNT,-10113.5,-8010.69,GSE59935.arnt.t47d_haegin2
174,TFFM0157,1,MA1125,1,ZNF384,-1082.3,-1012.61,ENCSR000DYP.znf384.gm12878
173,TFFM0156,1,MA1124,1,ZNF24,-740.898,-725.708,ENCSR385AHH.znf24.k562
172,TFFM0155,1,MA1123,1,TWIST1,-14475,-13896.3,GSE80151.twist1.be2c
171,TFFM0154,1,MA1122,1,TFDP1,-562.828,-566.744,ENCSR224IKA.tfdp1.k562
170,TFFM0153,1,MA1121,1,TEAD2,-308.018,-332.059,ENCSR635GTR.tead2.k562
169,TFFM0152,1,MA0442,2,SOX10,-721.63,-743.859,GSE61965.sox10.501mel
168,TFFM0151,1,MA1153,1,SMAD4,-576.277,-1267.8,GSE29422.smad4.endoderm
167,TFFM0150,1,MA1119,1,SIX2,-20277.6,-21169.7,GSE75948.six2.kidney_fetal_17w
166,TFFM0149,1,MA1116,1,RBPJ,-2628.16,-2754,GSE29498.rbpj.nhek
165,TFFM0148,1,MA1115,1,POU5F1,-1710.71,-1456.82,ENCSR264RJX.pou5f1.esc
164,TFFM0147,1,MA1114,1,PBX3,-12893.2,-8682.2,ENCSR000BVE.pbx3.sknsh
163,TFFM0146,1,MA1113,1,PBX2,-11379.3,-6893.72,ENCSR979UVS.pbx2.k562
162,TFFM0145,1,MA1112,1,NR4A1,-3633.56,-3597,GSE79491.nr4a1.kasumi1
161,TFFM0144,1,MA1111,1,NR2F2,-1462.67,-1234.4,GSE46237.nr2f2.wi38va13
160,TFFM0143,1,MA1109,1,NEUROD1,-878.224,-891.193,GSE69394.neurod1.ncih524
159,TFFM0142,1,MA1108,1,MXI1,-2642.99,-918.621,ENCSR000ECU.mxi1.hela_s3
158,TFFM0141,1,MA0620,2,MITF,-38700.2,-38700.2,GSE61965.mitf.501mel
157,TFFM0140,1,MA1107,1,KLF9,-6342.27,-6145.7,ENCSR125ZYC.klf9.mcf7
156,TFFM0139,1,MA1106,1,HIF1A,-731.473,-763.722,GSE43109.hif1a.macrophage_hypo
155,TFFM0138,1,MA1105,1,GRHL2,-24134.5,-25937.9,GSE46194.grhl2.hbe
154,TFFM0137,1,MA1104,1,GATA6,-11283.4,-11080.1,GSE51705.gata6.ycc3
153,TFFM0136,1,MA0481,2,FOXP1,-1731.12,-1659.02,ERP010999.foxp1.sudhl6
152,TFFM0135,1,MA1103,1,FOXK2,-1358.57,-1165.6,ENCSR302AWT.foxk2.k562
151,TFFM0134,1,MA0852,2,FOXK1,-510.611,-497.585,GSE51673.foxk1.hek293t
150,TFFM0133,1,MA1102,1,CTCFL,-13881.2,-15422.9,ENCSR000BNK.ctcfl.k562
149,TFFM0132,1,MA1101,1,BACH2,-1221.86,-1278.49,GSE69558.bach2.ocily7
